0.05,63.7
0.1,49.0
0.15,26.8
0.2,25.8
0.25,22.8
0.3,18.9
0.35,12.3
0.4,12.1
0.45,12.8
0.5,16.2
0.55,18.0
0.6,12.7
0.65,14.2
0.7,11.1
0.75,13.3
0.8,10.1
0.85,7.3
0.9,8.3
0.95,9.7
